communityName,state,countyCode,communityCode,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumKidsBornNeverMar,PctKidsBornNeverMar,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,OwnOccQrange,RentLowQ,RentMedian,RentHighQ,RentQrange,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwornFT,LemasSwFTPerPop,LemasSwFTFieldOps,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,LandArea,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,murders,murdPerPop,rapes,rapesPerPop,robberies,robbbPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop,latitude,longitude
Rahwaycity,NJ,39,61530,25325,2.63,20.21,75.39,2.39,7.55,11.39,24.54,11.1,14.22,25325,100,40776,80,0.51,47.67,31.55,3.31,19.74,46962,17383,18416,14004,12464,16683,13013,12681,1615,6.42,8.59,22.83,17.78,5.36,64.77,22.44,20.91,13.59,24.38,8.16,31.35,10.85,9.58,3.14,75.06,69.94,85.84,67.11,59.27,68.31,548,3.2,2694,15.33,20.68,28.99,37.23,1.63,2.2,3.08,3.96,83.77,2.29,5.14,3.7,2.62,2.83,2.21,71.04,3.13,44.96,3,366,96.34,65.72,5.74,40.44,1952,1.82,0.18,127400,151100,173000,45600,450,558,646,196,611,25.6,24.6,17,0,3,10.64,66,64.92,83.55,93.49,,,,,,,,,,,,,,,,,,4.1,6127.2,7.62,,,,,0,,0,0,1,3.86,61,235.58,39,150.62,271,1046.61,555,2143.44,173,668.13,4,15.45,390.07,3873.63,40.7136172456044,-89.27818270329671
Morristownship,NJ,27,48090,19952,2.81,5.88,90.35,3.1,2.03,12.08,22.54,11.74,11.82,18712,93.79,74124,85.29,1.06,70.64,22.47,2.13,15.42,83747,34754,36122,22320,44769,21613,6777,21974,575,3,3.81,9.03,53.11,2.75,67.65,13.8,28.97,4.5,50.63,5.75,28.22,7.24,6.55,3.05,88.77,86.26,97.92,85.01,51.81,61.59,71,0.53,2124,16.05,25.38,28.86,35.5,1.71,2.7,3.07,3.78,88.21,1.16,3.76,2.93,2.66,2.83,2.02,84.42,0.46,21.06,3,291,96.06,79.46,0.69,39.52,1963,0.23,0.09,225400,297900,378000,152600,701,809,985,284,887,24.7,21.4,13.1,49,0,10.65,46.84,59.42,76.27,84.59,,,,,,,,,,,,,,,,,,16.3,1220.4,6.12,,,,,0,,1,4.84,3,14.52,1,4.84,15,72.58,58,280.63,217,1049.93,21,101.61,1,4.84,96.77,1437,42.5019332,-83.04778585
Leominstercity,MA,27,35075,38145,2.57,2.25,93.08,1.63,8.29,12.1,27.99,12.77,11.6,38145,100,35974,80.03,0.49,39.71,26.19,6.47,15.81,41927,15960,16248,15350,9576,15015,8815,8579,2713,7.18,10.47,24.83,19.31,7.11,65.82,31.05,20.32,16.63,28.5,8.57,28.88,11.23,9.96,3.06,78.18,76,86,78.11,66.51,73.2,648,2.32,2910,10.72,16.29,21.58,29.73,0.82,1.24,1.65,2.27,82.1,3.48,3.71,2.62,2.54,2.75,2.26,62.33,2.28,52.13,2,699,95.5,57.56,0.72,35.34,1960,1.52,0.68,112800,137200,165600,52800,341,462,559,218,524,24.8,22.6,13.9,13,0,7.63,70.06,54.85,82.47,89.53,,,,,,,,,,,,,,,,,,29.9,1275.1,0.74,,,,,0,,4,10.4,13,33.81,25,65.02,115,299.11,458,1191.22,1082,2814.19,145,377.13,3,7.8,408.34,4390.35,42.5475194,-83.212092
Darientown,CT,1,18850,18196,2.84,0.41,97.15,2.04,1.87,11.49,19.99,9.83,11.89,18220,100,89395,84.97,1.27,74.04,22.23,1.72,15.83,101583,51795,52354,13636,25000,34769,50681,32938,346,1.91,1.85,6.27,59.34,3.31,63.72,13.81,21.4,3.32,48.67,4.27,24.44,7.14,5.78,3.14,90.55,89.92,97.08,89.13,34.85,46.14,53,0.42,1986,17.82,22.31,29.56,36.35,1.95,2.43,3.23,3.97,89.77,1.07,3.69,3.02,2.82,2.87,2.49,87.3,0.48,13.64,4,254,96.18,85.64,1.57,36.61,1950,0.09,0.33,329400,462500,500001,170601,699,1001,1001,302,1001,23.7,22,12,10,0,10.9,32.48,63.72,80.6,81.13,,,,,,,,,,,,,,,,,,13.3,1366.4,24.42,,,,,0,,0,0,1,5.41,4,21.66,0,0,63,341.09,593,3210.61,44,238.22,0,0,27.07,3789.93,41.849873975,-76.4766008875
Maldencity,MA,17,37875,53884,2.46,4.18,89.39,5.22,2.63,10.98,28.76,13.19,13.53,53884,100,34344,77,0.57,42.44,29.64,6.55,16.26,42099,15820,16225,13687,10648,11503,9327,12752,4029,7.55,7.2,22.12,20.12,7.65,64.52,13.93,24.7,11.79,28.64,7.34,38.7,10.7,9.14,3.11,72.56,70.83,84.53,77.18,61.8,67.69,1236,3.43,7316,19.41,28.7,38.97,49.51,2.64,3.9,5.29,6.72,83.65,3.04,5.15,3.19,2.43,2.85,2.1,50.86,2.59,60.99,2,1296,94.42,43.25,2.08,26.16,1939,1.61,0.26,139100,162900,187900,48800,393,575,711,318,651,26.7,22.1,14.7,128,4,13.58,74.16,57.97,81.99,91.11,117,224.63,111,213.11,21900,42046.7,187.2,224.6,91.1,98.29,1.71,0,0,1.71,4,2,128.2,5.3,10219.2,24.37,24,3888267,94.87,0,3.42,74652.3,2,3.84,12,23.04,76,145.92,372,714.22,453,869.73,822,1578.19,393,754.54,0,0,887.01,3202.46,35.909037,-83.453804
Manchestertownship,NJ,29,43140,35976,1.94,3.27,95.79,0.48,1.97,6.43,10.55,4.93,52.77,31562,87.73,22649,31.68,0.24,65.94,76.39,2.91,45.31,30002,14906,14949,13873,38800,10858,16057,12004,1629,4.63,13.43,34.37,9.9,6.7,24.82,13.26,24.34,14.05,21.46,4.32,13.3,4.83,4.62,2.51,84.51,81.63,92.59,88.89,48.51,65.22,163,0.51,3677,2.2,3.1,5.17,5.17,0.23,0.32,0.53,0.53,88.84,0.76,2.49,1.44,1.9,1.89,2.21,94.45,0.58,82.54,2,2278,89.04,95.24,0.61,58.47,1976,0.59,0.08,67300,92500,126000,58700,269,587,944,675,783,35.1,27.3,16.2,0,0,10.22,50.18,63.63,74.31,89.78,,,,,,,,,,,,,,,,,,85.6,420.4,1.29,,,,,0,,2,5.4,5,13.5,1,2.7,25,67.48,60,161.95,239,645.09,11,29.69,16,43.19,89.07,879.92,39.90532268940887,-83.43510058891626
SterlingHeightscity,MI,99,76460,117810,2.89,0.4,96.3,2.86,1.12,15.72,28.58,14.45,8.5,117810,100,46470,85.16,0.46,55.7,21.24,3.17,15.39,51739,17084,17166,25077,12225,14017,10004,16382,4153,3.55,7.18,19.34,18.53,5.05,68.8,29.03,19.05,11.99,27.95,5.96,29.66,8.39,7.22,3.34,85.89,85.39,91.64,87.82,54.79,66.15,654,0.79,11649,4.4,7.2,12.29,16.88,0.44,0.71,1.22,1.67,84.93,1.66,5.05,3.92,2.87,3.15,1.88,85.29,1.78,30.83,3,1482,96.5,77.56,0.61,20.24,1973,0.54,0.16,82000,97000,115600,33600,418,478,554,136,533,23.5,18.3,13.1,30,0,9.89,77.36,61.03,82.99,95.76,160,133.14,150,124.82,44183,36766.8,276.1,133.1,98.17,98.12,0,0.62,1.25,1.88,9,10,180,38,3103.2,0.45,88,13499825,93.75,0,5.62,112338.5,0,0,,,43,35.78,312,259.63,511,425.23,3464,2882.56,314,261.29,32,26.63,,3595.71,33.25843285384616,-98.48327613846155
Hamptontownship,PA,3,32328,15568,2.9,0.53,98.59,0.75,0.3,12.83,21.98,9.61,9.69,15568,100,45538,85.39,0.65,63.64,22.97,1.86,16.49,49630,19940,19956,24466,0,16756,0,17849,392,2.54,4.45,13,35.58,3.23,66.1,13.04,30.16,7.62,42.03,4.51,23.04,6.7,5.64,3.2,90.16,89.06,99.47,88.83,51.04,59.96,54,0.47,247,0,0,0,11.34,0,0,0,0.18,95.64,0.37,4.04,3.35,2.86,2.93,2.28,91.07,0.48,21.53,3,151,97.27,88.82,1.32,44.37,1963,0.13,0.25,63300,86800,128400,65100,324,426,496,172,548,24.4,20.8,13.2,0,0,1.59,80.75,62.56,87.34,90.61,,,,,,,,,,,,,,,,,,16.6,937.4,3.39,,,,,0,,0,0,0,0,1,6.32,16,101.05,25,157.9,162,1023.18,11,69.48,0,0,107.37,1250.55,29.667604925828968,-84.86254804153577
Hazletoncity,PA,79,33408,24730,2.34,0.21,98.63,0.67,1.01,11.5,22.54,11.15,21.77,0,0,20927,64.73,0.25,44.64,44.3,8.6,21.07,26818,11512,11359,14762,8251,41141,4495,8886,3292,13.48,11.83,28.34,10.31,6.05,51.83,26.25,22.9,24.77,20.07,8.11,30.66,9.59,8.93,2.97,72.57,70.75,76.9,70.12,46.01,56.71,373,1.86,619,10.34,11.63,14.7,19.71,0.26,0.29,0.37,0.49,93.38,0.6,3.92,2.51,2.32,2.49,2.05,64.84,1,39.43,3,769,93.22,60.33,2.21,56.83,1939,2.91,0.31,29800,43900,67600,37800,179,242,312,133,306,24.1,19.3,14.6,0,0,2.5,88.85,69.51,90.66,95.63,,,,,,,,,,,,,,,,,,6.2,3994.6,1.43,,,,,0,,0,0,5,20.24,7,28.34,16,64.77,222,898.64,342,1384.39,24,97.15,2,8.1,113.34,2388.28,26.841121293485344,-80.06089999120522
Concordtown,MA,17,15060,17076,3,2.66,93.63,2.04,3.01,11.51,22.73,10.95,11.34,13468,78.87,69917,81.95,1.86,72.09,23.95,2.11,18.07,80184,31655,33061,5928,8702,24000,2312,4502,497,3.26,2.75,7.21,55.95,3.96,58.9,18.81,35.68,3.68,55.38,9.03,32.28,8.57,8.81,3.09,87.44,85.41,94.89,86.83,53.77,63.55,45,0.38,1126,9.06,19.8,29.75,35.97,0.6,1.31,1.96,2.37,91.94,0.73,3.42,2.69,2.69,2.83,2.17,82.25,0.37,25.94,3,224,96.21,77.97,1.79,37.5,1956,0.11,0.14,234600,310600,441000,206400,545,811,1001,456,877,25.4,19.5,12.7,0,0,6.59,56.25,58.21,79.61,89.28,,,,,,,,,,,,,,,,,,25.8,661.4,5.9,,,,,0,,0,0,0,0,0,0,7,39.54,17,96.03,216,1220.13,3,16.95,0,0,39.54,1333.11,40.36829157555556,-80.2920486
OakParkcity,MI,125,59920,30462,2.8,34.3,62.84,2.36,1.46,13.58,25.11,11.61,11.79,30462,100,36090,80.61,0.65,40.37,25.56,7.34,13.15,39789,14544,13674,16459,5952,12172,4817,9527,3286,10.85,6.56,19.15,22.16,6.17,62.85,19.2,25.7,12.45,28.64,8.15,32.2,14.31,11.45,3.31,70.74,71.3,87.58,76.42,56,66.15,729,3.18,4542,7.73,10.39,16.97,28.34,1.15,1.55,2.53,4.22,80.28,2.84,7.98,5.93,2.8,2.88,2.56,76.01,5.19,30.41,3,459,95.95,73.79,0.44,8.71,1955,0.46,0.11,40400,48000,59100,18700,393,456,539,146,567,24.6,18.6,14.1,0,0,14.91,63.23,58.68,74.44,93.5,,,,,,,,,,,,,,,,,,5.2,5867.1,1.59,,,,,0,,1,3.12,,,77,240.37,191,596.24,324,1011.43,1331,4154.96,358,1117.56,11,34.34,,6318.29,48.094368,-114.475981
Lexingtontown,MA,17,35215,28974,2.76,1.08,92.21,6.47,1.22,11.24,20.23,9.83,14.14,28974,100,67389,81.46,0.98,75.3,27.52,2.82,20.15,76410,30718,31185,24231,41824,25772,1273,17437,747,2.63,2.13,6.04,58.73,3.48,65.07,16.4,40.42,2.66,56.51,4.62,27.82,8,6.43,3.07,86.72,86.78,94.74,89.38,57.62,69.34,147,0.68,3699,9,13.73,19.14,24.93,1.15,1.75,2.44,3.18,86.89,1.29,2.93,2.36,2.7,2.79,2.24,85.05,0.41,24.71,3,326,96.99,82.04,0,37.42,1956,0.1,0.06,223600,282800,377300,153700,634,902,1001,367,953,26,21.5,13.3,8,0,12.77,55.24,66.07,85.41,89.3,,,,,,,,,,,,,,,,,,17,1705.3,4.91,,,,,0,,0,0,0,0,1,3.33,3,9.99,70,233.03,288,958.75,15,49.94,2,6.66,13.32,1248.38,33.63513157133027,-86.69219039254587
Plainvilletown,CT,3,60120,17392,2.45,2.4,95.94,0.93,2.13,11.73,25.53,11.76,12.44,16944,97.42,38432,82.86,0.55,53.89,25.64,2.38,18.03,44990,17207,17391,10025,8769,23228,13700,19615,680,3.96,8.24,23.93,16.74,4.76,69.52,24.66,20.29,13.97,23.4,9.67,29.17,11.17,10.45,3.01,79.86,77.91,91.03,73.15,72,80.45,135,1.08,1546,2.39,3.1,5.82,11.45,0.21,0.28,0.52,1.02,85.71,1.47,2.76,1.85,2.43,2.64,1.95,75.31,0.96,48.91,3,363,95.13,69.23,0.28,22.59,1963,1.03,0.27,127000,150500,176100,49100,373,466,587,214,534,24.4,22.6,14.5,10,0,8.89,68.05,64.16,91.31,94.47,,,,,,,,,,,,,,,,,,10.1,1723.4,0.26,,,,,0,,0,0,2,11.49,5,28.72,8,45.95,107,614.52,351,2015.85,54,310.13,0,0,86.15,2940.5,42.03689036458333,-88.26456530285088
Framinghamtown,MA,17,24925,64989,2.59,3.7,90.11,2.93,8.14,12.89,29.89,14.92,10.57,64972,100,42948,84.2,0.74,48.84,21.88,5.58,15.11,53270,20407,20915,15988,13493,23186,8226,10816,3663,5.96,5,13.9,36.38,6.42,68.32,18.29,27.63,7.24,38.21,7.99,36.48,11.03,9.62,3.03,76.83,75.16,82.84,75.26,66.86,74.38,1276,3,7604,20.67,31.69,41.23,46.7,2.42,3.71,4.82,5.46,83.72,3.32,3.6,2.35,2.44,2.76,2.08,60.65,2.61,48.76,3,1289,95.12,53.73,1.47,20.64,1962,2.03,0.49,157800,184700,232400,74600,415,626,757,342,695,25.7,21.4,13.6,92,0,11.7,62.45,55.47,78.51,87.73,108,160.28,100,148.41,61340,91034.6,568,160.3,78.1,73.72,3.65,0.73,0,3.65,6,6,94.8,26,2497.3,2.81,30,4780910,92.59,0,5.56,70953.4,0,0,29,43.04,36,53.43,594,881.55,457,678.23,1378,2045.09,234,347.28,4,5.94,978.02,3076.53,37.762434,-80.397122
Norwoodcity,OH,61,57386,23674,2.44,1.01,97.99,0.69,0.55,12.7,26.67,12.48,12.26,23674,100,22191,73.4,0.36,35.73,28.08,9.69,18.86,28020,11013,11099,4407,6608,6722,8067,6047,3099,13.19,13.41,38.11,8.4,6.82,59.57,24.02,15.11,22.9,15.49,14.01,29.73,17.17,15.71,3.07,64.53,63.2,73.02,67.65,59.29,68.67,553,2.97,273,25.27,30.04,34.07,36.26,0.29,0.35,0.39,0.42,96.19,0.72,4.65,3.07,2.43,2.68,2.15,57.17,2.69,60.08,2,571,94.43,51.73,0.35,34.85,1939,6.17,0.39,42200,51800,64400,22200,225,273,326,101,318,24.7,20,12.1,70,0,1.15,66.98,53.59,89.23,94.42,,,,,,,,,,,,,,,,,,3.2,7380.6,4.33,,,,,0,,0,0,16,71.19,61,271.42,33,146.84,217,965.56,1015,4516.33,55,244.73,6,26.7,489.45,5753.31,44.500929,-98.002141
Hibbingcity,MN,137,28790,18046,2.43,0.14,98.65,0.29,0.44,13.89,23.12,11.23,17.39,0,0,22378,66.55,1.16,38,36.09,10.13,21.29,29836,11369,11367,3314,7315,54000,0,979,2693,15.21,7.6,21.76,14.84,7.87,51.37,10.75,29.5,16.52,24.33,7.67,26.17,9.94,8.88,2.95,75.34,76.21,74.91,80.68,54.15,66.55,212,1.23,403,1.74,3.47,7.2,8.44,0.04,0.08,0.16,0.19,93.62,0.41,3.16,2.12,2.38,2.56,1.84,80.57,1.12,46.93,3,727,91.1,74.88,2.34,62.17,1952,3.54,0.94,26800,38000,52600,25800,127,189,273,146,236,26.5,15.9,12.6,27,0,2.23,82,64.75,88.21,94.85,,,,,,,,,,,,,,,,,,188.2,95.9,0.8,,,,,0,,0,0,,,0,0,4,22.44,41,229.96,231,1295.64,8,44.87,0,0,,1570.48,35.207282125130895,-82.45782445602094
Nortontown,MA,5,49970,14265,3.07,1.34,97.1,1.04,1.22,19.05,31.62,17.7,7.28,2371,16.62,43861,88.08,0.91,39.74,19.66,5.66,12.88,47349,16023,15926,19959,15120,22451,8558,13562,718,5.5,5.02,16.58,22.12,5.01,69.99,24.11,26.64,12.66,27.89,7.83,30.86,9.9,8.96,3.21,79.9,79.31,89.25,85.26,55.98,67.87,126,1.39,535,8.41,9.72,11.03,13.27,0.32,0.36,0.41,0.5,94.15,0.34,4.18,3.28,2.81,2.94,2.38,80.71,1.31,46.64,3,211,95.65,77.2,0.95,52.61,1968,0.71,0.58,118600,143500,169000,50400,255,479,624,369,574,22.8,22.6,13.2,0,0,3.75,72.56,55.33,72.14,89.52,,,,,,,,,,,,,,,,,,29.7,479.7,2.89,,,,,0,,0,0,0,0,0,0,28,186.22,78,518.75,195,1296.89,18,119.71,0,0,186.22,1935.36,46.53672736666667,-88.61698608333333
Fridleycity,MN,3,22814,28335,2.6,0.98,95.69,2.24,1.04,13.62,29.83,14.65,7.26,28335,100,36855,87.59,1.05,48.99,17.17,5.38,11.67,41809,16347,16676,3964,11838,10252,12794,11659,1706,6.08,4.08,12.88,20.51,4.93,73.67,23.9,21.58,15.63,26.15,9.83,31.54,12.48,11.19,3,72.1,70.76,81.33,76.58,67.72,74.77,689,3.33,933,11.58,14.79,20.69,33.55,0.38,0.49,0.68,1.1,94.92,0.78,2.87,2.08,2.58,2.75,2.24,71.84,2.15,44.85,3,509,95.54,67.5,0.59,14.34,1966,1.22,0.16,72700,86000,98900,26200,406,463,553,147,485,25.4,17.8,10.8,0,0,3.29,74.45,57.77,74.45,92.36,,,,,,,,,,,,,,,,,,10.5,2704.8,3.46,,,,,0,,1,3.78,,,27,101.95,70,264.32,268,1011.97,1459,5509.19,118,445.57,4,15.1,,6981.84,38.9876334,-77.09709725
Frasercity,MI,99,30420,13899,2.68,0.17,98.32,0.84,1.07,14.38,26.43,12.83,11.75,13899,100,36644,79.23,0.68,49.15,25.44,4.61,15.52,43652,14846,14875,21320,8700,6542,23294,17374,733,5.38,8.6,21.95,12.58,5.67,61.84,27.17,19.44,13.72,25.19,7.67,29.34,13.3,10.75,3.16,74.82,74.45,83.69,80,48.23,61.87,164,1.51,870,3.79,7.59,12.64,13.33,0.24,0.47,0.79,0.83,90.88,0.87,4.39,3.19,2.63,2.89,2.05,76.07,1.58,40.15,3,162,96.97,69.32,0,30.86,1968,0.27,0,65400,77800,93500,28100,315,415,473,158,462,24.8,18.4,13.2,0,0,6.26,80.92,64.97,88.85,97.07,,,,,,,,,,,,,,,,,,4.3,3202.5,0.58,,,,,0,,0,0,,,12,84.73,37,261.24,75,529.55,471,3325.57,52,367.15,4,28.24,,4250.51,32.3491342,-82.14053495
Tallmadgecity,OH,153,76106,14870,2.67,1.32,97.73,0.75,0.52,13.36,23.28,11.77,12.94,14986,100,36979,75.94,0.58,55.4,32.67,3.92,23,41315,15576,15677,10055,21518,6935,0,10795,796,5.37,5.23,17.19,20.49,5.36,59.3,24.08,25.27,11.74,29.72,6.38,24.72,9.01,7.76,3.04,82.83,80.82,92.24,81.55,62.26,63.52,202,1.62,474,0,2.95,8.23,9.92,0,0.09,0.26,0.32,94.54,0.58,3.39,2.64,2.64,2.84,2.01,82.39,0.81,29.15,3,131,97.7,76.8,0.76,38.93,1965,0.89,0.19,65600,84100,104900,39300,232,369,434,202,447,25.5,18.4,11.5,0,0,3.16,73.68,64.07,91.01,96.12,,,,,,,,,,,,,,,,,,14,1063.3,0.78,,,,,0,,0,0,4,26,10,65.01,18,117.01,104,676.07,399,2593.77,57,370.54,15,97.51,208.02,3737.89,32.79927734243759,-97.35137547782672
Springtownship,PA,11,72824,18899,2.63,1.01,97.15,1.52,0.87,12.09,22.19,10,13.56,16405,86.8,41491,78.3,0.45,65.44,28.86,1.77,21.31,46272,18326,18423,17815,0,12976,9096,6349,486,2.61,4.65,15.13,27.5,2.61,64.1,22.52,23.7,11.6,33.72,6.09,21.96,9.19,7.73,3.01,84.68,84.07,87.65,81.56,61.03,73.52,190,1.43,576,9.38,9.38,15.1,20.83,0.29,0.29,0.46,0.63,93.69,0.37,2.3,1.77,2.6,2.74,2.16,81.19,0.5,29.14,3,256,96.56,77.32,0,28.52,1967,0.26,0.16,79200,101800,132900,53700,381,455,511,130,517,26.6,19.4,11.7,0,0,3.05,79.92,60.21,85.46,91.62,,,,,,,,,,,,,,,,,,18.9,1000.4,0.83,,,,,0,,0,0,5,26.01,2,10.4,5,26.01,29,150.87,162,842.78,10,52.02,1,5.2,62.43,1050.88,35.09461028571429,-93.44916634285714
Fitchburgcity,MA,27,23875,41194,2.68,3.43,89.45,2.57,9.61,15.66,30.45,16.59,13.47,41194,100,27101,71.23,0.58,36.85,32.81,12.41,17.91,33357,12140,12784,7389,10473,6063,5970,5287,5461,14,13.49,31.18,13.13,9.19,56.2,26.86,23.23,19.52,22.2,9.25,35.55,12.04,10.75,3.11,65.98,62.73,70.62,69.97,52.76,64.21,1745,5.37,3145,9.63,15.9,23.82,30.43,0.74,1.21,1.82,2.32,80.72,3.84,5.28,3.59,2.54,2.7,2.39,51.35,3.59,54.28,2,1302,92.19,48.27,6.99,37.63,1939,4.78,0.7,102000,124000,148200,46200,281,431,522,241,521,27.4,22.3,14.1,19,24,7.63,71.89,51.77,81.19,89.83,,,,,,,,,,,,,,,,,,28.8,1432.3,1.65,,,,,0,,1,2.71,38,102.91,83,224.77,506,1370.31,685,1855.06,1050,2843.52,207,560.58,12,32.5,1700.7,5291.66,37.23583738276003,-77.28475307743653
NorthAndovertown,MA,9,46365,22792,2.89,0.78,96.87,2,1.35,16.94,27.4,15.95,10.81,17129,75.15,51692,80.77,0.72,54.43,24.52,3.07,15.81,61468,22957,22507,23097,7329,45128,7833,16118,608,2.84,3.89,10.17,40.55,4.45,64.65,21.73,29.4,6.2,42.11,5.7,32.83,8.27,7.07,3.22,84.55,84.43,91.5,85.7,53.76,66.67,167,1.06,1410,6.6,11.49,23.62,36.17,0.41,0.71,1.46,2.24,90.37,1.23,4.54,3.38,2.71,2.98,2.12,75.19,0.72,36.84,3,380,95.41,68.33,0.53,34.47,1967,0.29,0.07,172500,231300,322400,149900,423,647,846,423,734,25.4,22.9,14.2,0,0,6.19,72.2,57.78,77.44,88.92,,,,,,,,,,,,,,,,,,27.6,824.9,2.06,,,,,0,,0,0,7,29,7,29,26,107.71,84,348,362,1499.71,75,310.71,0,0,165.71,2158.42,41.603995211764705,-86.55691177352941
Norwichtown,CT,11,56270,37391,2.49,5.28,91.32,1.07,3.11,12.12,27.53,12.66,13.99,37391,100,29354,74.34,0.52,44.32,30.43,8.88,18.81,37152,14844,15188,9884,11553,23094,7572,8921,4338,11.88,12.91,28.15,16.42,7.15,61.05,20.62,24.57,15.82,23.25,10.76,30.56,14.45,12.71,2.99,67.81,64.53,73.19,68.23,61.54,67.67,965,3.38,1654,4.35,9.37,16.51,20.13,0.19,0.41,0.73,0.89,90.06,0.95,3.59,2.4,2.44,2.58,2.29,55.74,2.01,51.83,2,1454,91.17,52.73,1.31,49.31,1942,3.67,0.33,103400,126200,156000,52600,302,444,542,240,524,26.9,24,13.9,13,10,4.42,63.18,53.01,84.31,88.63,,,,,,,,,,,,,,,,,,29.4,1273.7,0.86,,,,,0,,3,8.45,37,104.21,57,160.55,96,270.39,395,1112.55,926,2608.16,84,236.59,13,36.62,543.6,3993.92,44.55447545102041,-94.98779908571429
UpperGwyneddtownship,PA,91,79056,12197,2.94,3.11,91.15,5.35,0.77,13.52,23.22,11.04,9.2,11877,97.38,56543,87.58,0.72,67.04,17.96,1.76,13.29,61870,21818,21977,19877,43900,20403,13800,15904,153,1.28,4.06,12.41,40.79,2.09,72.08,31.46,23.77,9.98,40.11,5.58,26.32,7.14,6.39,3.29,90.26,88.93,98.85,87.87,59.65,72.23,70,0.86,712,10.25,18.96,32.02,41.01,0.6,1.11,1.87,2.39,92.1,1.58,4.91,3.98,2.89,3.08,2.1,85.52,0.8,24.55,3,215,95.07,80.11,0,38.6,1974,0.72,0.53,139100,179900,235000,95900,538,653,808,270,769,24.4,22.1,13.1,0,0,5.84,72.36,56.05,79.38,88.3,,,,,,,,,,,,,,,,,,8.4,1445.4,3.35,,,,,0,,0,0,1,8.06,3,24.18,3,24.18,30,241.84,166,1338.17,5,40.31,3,24.18,56.43,1644.5,36.23352865,-100.271762675
Saginawtownship,MI,145,70540,37684,2.46,2.84,93.48,1.89,3.39,12.73,23.68,11.55,14.37,37005,98.26,36289,74.6,0.87,57.92,29.17,3.76,19.49,44436,17968,18088,13570,22566,22400,11650,13745,2071,5.58,5.34,15.97,26.1,5.76,60.93,22.5,28.18,10.14,34.44,7.24,25.3,9.75,8.6,2.99,80.92,80.4,89.12,78.37,70.36,72.28,378,1.18,1433,7.12,10.96,16.4,19.96,0.27,0.42,0.62,0.76,93.5,0.72,2.88,1.98,2.43,2.78,1.78,74.21,0.85,41.42,3,516,96.74,64.8,0.58,18.22,1970,0.78,0.18,58700,73500,96400,37700,351,402,454,103,445,23.2,16.3,12.5,7,0,3.8,79.72,56.83,85.01,93.17,,,,,,,,,,,,,,,,,,25.5,1475.7,0.08,,,,,0,,0,0,,,21,54.23,64,165.28,132,340.89,1407,3633.59,34,87.81,7,18.08,,4080.37,29.76256,-91.467313
